"feature","identified_name","mean_no_severe_pgd","mean_severe_pgd","mean_overall","fold_change","p_value","p_value_fdr","unique_vals_no_severe","unique_vals_severe","unique_vals","unique_percentage","low_detect_likely","isomer","multi_mode_detection","n_no_severe_pgd","n_severe_pgd","sw_p_value","cv","gap_ratio","sig_ord","in_annot","annot_sig","annot_name","sig_ord_annot"
"HILIC_174.1125_69.8","N-ACETYL-L-LEUCINE",16.6190945026159,17.4790991665345,16.7300628463473,1.81504417826712,0.00196492365743263,0.538389082136541,"54/54","8/8","62/62",100,"N",NA,"",54,8,2.22063467227633e-08,0.104248229143391,110.278644810463,1,"Y","Y","Acetylleucine",35
"C18_112.9857_50.6","FORMATE",25.5986605171609,25.391901418717,25.5719819238133,0.866481529609856,0.00572621373749378,0.557976806861227,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00548776636646124,0.00622194326103529,11.2299010255218,2,"N","N",NA,NA
"C18_115.0402_58.3","Levulinic acid",19.4615989798809,19.794520247485,19.5045565627975,1.25956123986206,0.0070843946475876,0.557976806861227,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.221308444830849,0.0224045296227358,5.78573631867209,3,"Y","Y","Î±-Ketoisovalerate",61
"HILIC_114.055_75.6","N-ACETYL-L-ALANINE",16.6882372336736,17.6696557597037,16.8148718821937,1.97440578408851,0.00814564681549236,0.557976806861227,"51/54","8/8","59/62",95.2,"N","yes -but different time","",54,8,0.000208577145577267,0.0826799954585932,20.0212172422941,4,"Y","N",NA,NA
"C18_197.0433_58.4","4-METHYL-2-OXO-PENTANOIC ACID",17.2917548179493,17.711795026093,17.345953554484,1.33796484356267,0.0142555817290449,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.170025296578162,0.0309711531809588,16.7483108512857,5,"N","N",NA,NA
"C18_367.056_48.3","2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE",17.3911385229826,17.1669558869461,17.362211731236,0.85607990340353,0.0184417726622089,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.820024470108284,0.0162206103344345,24.2158280071917,6,"Y","Y","dTMP",104
"C18_367.056_48.3","THYMIDINE 5'-MONOPHOSPHATE",17.3911385229826,17.1669558869461,17.362211731236,0.85607990340353,0.0184417726622089,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.820024470108284,0.0162206103344345,24.2158280071917,7,"Y","Y","dTMP",104
"HILIC_118.0863_164.5","Propionylcarnitine",26.9773433540325,27.2470871702139,27.0121490077333,1.20559372767672,0.0258299749330237,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.266096812569654,0.0189080622780856,12.5551796260568,8,"Y","Y","Betaine",132
"HILIC_118.0863_164.5","5-Aminopentanoic acid",26.9773433540325,27.2470871702139,27.0121490077333,1.20559372767672,0.0258299749330237,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.266096812569654,0.0189080622780856,12.5551796260568,9,"Y","Y","Betaine",132
"HILIC_112.0869_189.5","HISTAMINE",14.8551256609878,15.3453741828114,14.9183835347715,1.40468682934304,0.0290912326165535,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.249599717824592,0.0502859878524001,10.0024159902694,10,"N","N",NA,NA
"C18_311.0491_58.4","URIDINE",14.4257656965845,13.8394812073568,14.3501160850712,0.666056058065663,0.0315681818110306,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000414308582172479,0.066264160007207,43.3831934453005,11,"N","N",NA,NA
"HILIC_180.0866_180.9","D-(+)-GLUCOSAMINE",15.1220873943513,16.2492523216206,15.267528030128,2.1842907828765,0.0343411186647805,0.73633562055358,"48/54","8/8","56/62",90.3,"N","yes","",54,8,2.66422697103972e-09,0.14767032712408,66.3687920432034,12,"Y","Y","Kanosamine",84
"HILIC_180.0866_180.9","D-MANNOSAMINE",15.1220873943513,16.2492523216206,15.267528030128,2.1842907828765,0.0343411186647805,0.73633562055358,"48/54","8/8","56/62",90.3,"N","yes","",54,8,2.66422697103972e-09,0.14767032712408,66.3687920432034,13,"Y","Y","Kanosamine",84
"HILIC_448.3425_68.6","Arachidonoylcarnitine",18.4270697169623,19.0830214873069,18.5117086550713,1.57565509667495,0.0346630970840189,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0234060527879612,0.0555117405033148,23.9771592310908,14,"N","N",NA,NA
"HILIC_110.0601_62.9","2-AMINOPHENOL",16.9900732628155,18.0868431483528,17.1315919577236,2.13875301063276,0.036400991574325,0.73633562055358,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,0.131280859309381,0.106181070081757,14.4345328098954,15,"Y","N",NA,NA
"C18_118.0298_146.2","SALICYLAMIDE",15.7988341120971,16.1918050505906,15.8495400396446,1.31309467430825,0.037382207172512,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,5.12718818192896e-06,0.0407040214219597,45.1538929657106,16,"N","N",NA,NA
"HILIC_166.0863_154.5","1,3-Dihydro-(2H)-indol-2-one",23.728667494311,24.095064518175,23.7759445296483,1.28912934487776,0.0429289830814156,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0180580090055425,0.0204075143390524,44.190557719748,17,"Y","Y","Phenylalanine",179
"HILIC_166.0863_154.5","1,3-Dihydro-(2H)-indol-2-one",23.728667494311,24.095064518175,23.7759445296483,1.28912934487776,0.0429289830814156,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0180580090055425,0.0204075143390524,44.190557719748,18,"Y","Y","Phenylalanine",179
"HILIC_166.0863_154.5","DL-NORMETANEPHRINE",23.728667494311,24.095064518175,23.7759445296483,1.28912934487776,0.0429289830814156,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0180580090055425,0.0204075143390524,44.190557719748,19,"Y","Y","Phenylalanine",179
"C18_541.3344_164.9","ESTRADIOL-17ALPHA",16.8771108455673,17.6430758909182,16.9759450449675,1.70050711852443,0.0448914215884923,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.164701838422645,0.07358763143958,23.8595203940359,20,"N","N",NA,NA
"HILIC_124.0394_76.7","NICOTINATE",16.9449155874772,17.6756736252986,17.0392069471961,1.65951082231443,0.0469141905175163,0.73633562055358,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,6.71843132379268e-06,0.0682025048935585,77.89719060579,21,"Y","N",NA,NA
"HILIC_203.0152_133.3","ALLANTOIN",15.8083853924241,16.9182311073332,15.951591291122,2.15822565510394,0.0482025387546309,0.73633562055358,"47/54","8/8","55/62",88.7,"N",NA,"",54,8,3.55119955473166e-05,0.119574930287051,34.110114954595,22,"N","N",NA,NA
"HILIC_344.2796_70","LAUROYLCARNITINE",21.4978405526034,21.9463390954014,21.5557113323192,1.36461931608584,0.0483724130290673,0.73633562055358,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.127455598221576,0.0365013794910267,22.8479300100127,23,"N","N",NA,NA
"C18_215.165_168","OMEGA-HYDROXYDODECANOIC ACID",21.1668642064913,21.3644364519097,21.1923573994485,1.14676696098627,0.0620980244103084,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.107317672545813,0.0120162691363603,43.2460340884261,24,"Y","N",NA,NA
"HILIC_156.0421_163.2","5-Aminopentanoic acid",25.5724217292164,25.8259540935865,25.6051355826835,1.19212239476491,0.0630353783509451,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.975719988522473,0.0195515591970706,11.340407818128,25,"Y","N",NA,NA
"HILIC_156.0421_163.2","1,3-Dihydro-(2H)-indol-2-one",25.5724217292164,25.8259540935865,25.6051355826835,1.19212239476491,0.0630353783509451,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.975719988522473,0.0195515591970706,11.340407818128,26,"Y","N",NA,NA
"HILIC_316.2483_72.4","Decanoylcarnitine",23.2563157948158,23.8036092212544,23.326934301453,1.46134156723525,0.0646068359292373,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00580357252774782,0.0372051984326787,37.3055294180482,27,"N","N",NA,NA
"C18_163.0613_50.6","1,5-Anhydrosorbitol",16.9634339426226,15.5275544994639,16.7781591757634,0.369621493443419,0.0658313352797419,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0001759324289461,0.071794251331737,30.6984314437581,28,"Y","N",NA,NA
"C18_163.0613_50.6","3-Hydroxyisovaleric acid",16.9634339426226,15.5275544994639,16.7781591757634,0.369621493443419,0.0658313352797419,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0001759324289461,0.071794251331737,30.6984314437581,29,"Y","N",NA,NA
"C18_163.0613_50.6","6-DEOXY-L-GALACTOSE (FUCOSE)",16.9634339426226,15.5275544994639,16.7781591757634,0.369621493443419,0.0658313352797419,0.776673805174359,"54/54","8/8","62/62",100,"N","yes","",54,8,0.0001759324289461,0.071794251331737,30.6984314437581,30,"Y","N",NA,NA
"C18_163.0613_50.6","L-RHAMNOSE",16.9634339426226,15.5275544994639,16.7781591757634,0.369621493443419,0.0658313352797419,0.776673805174359,"54/54","8/8","62/62",100,"N","yes","",54,8,0.0001759324289461,0.071794251331737,30.6984314437581,31,"Y","N",NA,NA
"C18_212.016_58.8","FORMYL-L-METHIONYL PEPTIDE",15.5848968236669,15.1755382880471,15.5320763674579,0.752958086460121,0.0741320389637431,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.720125303071878,0.0285400220786801,10.1002801782717,32,"N","N",NA,NA
"HILIC_124.0869_192.6","L-HISTIDINOL",18.4654853765694,19.0961221285927,18.5468578607014,1.54824818202486,0.0744307051523741,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.10099256716211e-07,0.06760590867826,95.521898171272,33,"N","N",NA,NA
"C18_177.0921_161.2","5-Phenylvaleric acid",17.6505505594996,17.402532586475,17.6185482403997,0.842052463294427,0.0754262300148651,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0150913365748402,0.0251175222365569,39.6412082902026,34,"N","N",NA,NA
"C18_164.0354_59.8","4-PYRIDOXATE",15.2843108285761,16.0237462068959,15.3797218451335,1.66952231683497,0.0778906239663216,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0359783731366232,0.0624797233839297,5.49351681604225,35,"Y","N",NA,NA
"HILIC_372.3115_69","Tetradecanoylcarnitine",20.3243849051947,20.7081622925206,20.3739045680755,1.30475360430667,0.0785458177798741,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.563396880901201,0.034544597401304,23.8589624396358,36,"N","N",NA,NA
"C18_188.0564_19","N-ACETYL-DL-GLUTAMIC ACID",17.6205548620668,17.7311178675792,17.6348210563265,1.0796494828547,0.0793681260762118,0.776673805174359,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0772360255125796,0.0109304933317606,28.1309120797797,37,"Y","N",NA,NA
"C18_211.0827_56","1-Deoxy-D-glucitol",15.4503236089145,16.0968828196264,15.5337506038451,1.56543023064147,0.0924141129574608,0.854030711537452,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,0.00088496889370401,0.0848181294311956,21.7718120289052,38,"Y","N",NA,NA
"C18_182.0459_58.7","4-PYRIDOXATE",18.1508823958273,19.0305874779983,18.2643927290107,1.83999912749089,0.0999107461283,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000205507621924681,0.0599652608184809,39.2530242546603,39,"Y","N",NA,NA
"C18_299.1132_153.9","3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid",16.1834124976277,16.6458243670689,16.2430785452975,1.37784334542064,0.100645441649689,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00494913616978362,0.0443780223977766,28.4877523298875,40,"Y","N",NA,NA
"C18_156.0667_58.5","Levulinic acid",15.745312251586,15.2800673135422,15.6852806466772,0.724348088384628,0.107748391496509,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000109510470353968,0.0548913297155435,55.1118252759834,41,"N","N",NA,NA
"C18_167.0349_133.2","3,4-DIHYDROXYPHENYLACETATE",15.2293127413171,15.7281738845833,15.2936819210934,1.41309762929966,0.108188551104433,0.854030711537452,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,1.13730931294854e-05,0.108298602635959,51.8137760098802,42,"N","N",NA,NA
"HILIC_174.0503_171.7","PIPECOLATE",15.3353278558076,16.6423850396384,15.5039803956567,2.47436303129076,0.114654184266216,0.854030711537452,"50/54","8/8","58/62",93.5,"N",NA,"",54,8,0.000145266732986511,0.157299086297708,29.5727547877121,43,"N","N",NA,NA
"HILIC_175.0342_70.5","4-METHYL-2-OXO-PENTANOIC ACID",17.6087016629116,18.1248004293393,17.6752950521281,1.43008288601424,0.121159034991959,0.854030711537452,"54/54","8/8","62/62",100,"N","yes -but different time","",54,8,1.20014601227632e-05,0.0568599316286183,23.5049097753666,44,"N","N",NA,NA
"HILIC_189.074_154.9","3,4-Dihydroxyhydrocinnamic acid",20.9573847487687,21.2075222622195,20.9896605569559,1.18932047213185,0.121681648108629,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.31630488209396,0.021101794383991,13.5305481764247,45,"N","N",NA,NA
"HILIC_189.074_154.9","1-Deoxy-D-glucitol",20.9573847487687,21.2075222622195,20.9896605569559,1.18932047213185,0.121681648108629,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.31630488209396,0.021101794383991,13.5305481764247,46,"N","N",NA,NA
"HILIC_299.137_163.3","Glycerophosphocholine",18.5252221778025,19.9440450154051,18.7082960923319,2.67367264467542,0.121776387922666,0.854030711537452,"48/54","8/8","56/62",90.3,"N",NA,"",54,8,1.63169098199397e-06,0.167410401222604,61.8206440805241,47,"N","N",NA,NA
"C18_407.2798_192.3","CHOLATE",14.9845559029497,15.3107829108952,15.0266497104266,1.25373027927685,0.127889272686623,0.854030711537452,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,1.41070655400055e-07,0.0862705609449416,52.1496426525209,48,"N","N",NA,NA
"HILIC_273.1212_163.2","5-Aminopentanoic acid",19.6730595602542,20.1130760199601,19.7298358776356,1.35661980503307,0.130888442469264,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.842433588271372,0.0547724809794679,9.26579413404834,49,"N","N",NA,NA
"C18_218.1032_58.4","D-PANTOTHENIC ACID",15.4947040091508,15.9347200973436,15.551480278595,1.35661945568545,0.131758841869058,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.29514876052005,0.0415910686067597,16.2807301820243,50,"Y","N",NA,NA
"HILIC_154.0975_148.1","N-Acetylhistamine",15.744308954333,16.1364944814233,15.7949135384736,1.31238001263389,0.135437429079332,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000208839953960467,0.059151189415252,18.881671659813,51,"Y","N",NA,NA
"HILIC_112.0506_150.9","CYTOSINE",16.9513873158881,17.4967345602342,17.0217547022553,1.45937156021268,0.136012331717778,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,6.90276135727697e-05,0.0582938953384525,85.2128612940282,52,"N","N",NA,NA
"HILIC_140.0682_171.1","5-Aminopentanoic acid",21.9494748576487,22.0978167950599,21.9686157527985,1.10829499700755,0.137143617911124,0.854030711537452,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.315409223882066,0.0142132762197488,9.82916584836426,53,"N","N",NA,NA
"HILIC_140.0682_171.1","1,3-Dihydro-(2H)-indol-2-one",21.9494748576487,22.0978167950599,21.9686157527985,1.10829499700755,0.137143617911124,0.854030711537452,"54/54","8/8","62/62",100,"N","yes","",54,8,0.315409223882066,0.0142132762197488,9.82916584836426,54,"N","N",NA,NA
"HILIC_140.0682_171.1","BETAINE",21.9494748576487,22.0978167950599,21.9686157527985,1.10829499700755,0.137143617911124,0.854030711537452,"54/54","8/8","62/62",100,"N","yes","",54,8,0.315409223882066,0.0142132762197488,9.82916584836426,55,"N","N",NA,NA
"HILIC_146.0601_155","3-Oxindole-3-acetate",20.1502807544262,20.4198580685043,20.1850649239847,1.20545459757452,0.140767663760242,0.857118663784582,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.316721651912415,0.0227174367975841,26.8542201820779,56,"N","N",NA,NA
"HILIC_120.0027_177.6","GLYCINE",18.4671489448594,18.2670670454843,18.4413319255852,0.870501145005045,0.144886347521413,0.863018678714505,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.53980450891841,0.012889952470862,29.1437133247199,57,"Y","N",NA,NA
"HILIC_95.0604_166.6","Imidazolepropionic acid",16.3835093167981,16.7634385410335,16.4325324425059,1.30127801575094,0.16274217557277,0.926814095010599,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.25121258442931,0.0305079666501631,19.5172781680422,58,"N","N",NA,NA
"HILIC_516.3013_129.9","Taurocholic acid",15.0807843799068,13.0855939095005,14.8233404482415,0.250834818718806,0.166168138800255,0.926814095010599,"50/54","6/8","56/62",90.3,"N",NA,"",54,8,2.56253575774239e-06,0.18545235312322,21.8924245233262,59,"Y","N",NA,NA
"HILIC_288.217_76.1","L-Octanoylcarnitine",22.903939608712,23.337506834412,22.9598837668669,1.35056888512563,0.168841919309523,0.926814095010599,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00126696633240596,0.0348196851671359,36.5311587379457,60,"Y","N",NA,NA
"HILIC_131.118_155.8","N-ACETYLPUTRESCINE",18.1535202806954,18.8629125050405,18.2450547612561,1.63511513399574,0.169126659673467,0.926814095010599,"54/54","8/8","62/62",100,"N",NA,"",54,8,2.137226185588e-05,0.0808699303047062,50.339164443756,61,"Y","N",NA,NA
"C18_165.0557_140.1","PHENYLACETALDEHYDE",17.3804554036433,17.0967271761536,17.3438453097737,0.821465432479724,0.174440279593673,0.937188953111104,"54/54","8/8","62/62",100,"N",NA,"",54,8,9.39624410386056e-06,0.0231907787414364,23.1079829724988,62,"Y","N",NA,NA
"C18_165.0557_140.1","3-(2-HYDROXYPHENYL)PROPANOATE",17.3804554036433,17.0967271761536,17.3438453097737,0.821465432479724,0.174440279593673,0.937188953111104,"54/54","8/8","62/62",100,"N",NA,"",54,8,9.39624410386056e-06,0.0231907787414364,23.1079829724988,63,"Y","N",NA,NA
"C18_165.0557_140.1","BENZALDEHYDE",17.3804554036433,17.0967271761536,17.3438453097737,0.821465432479724,0.174440279593673,0.937188953111104,"54/54","8/8","62/62",100,"N",NA,"",54,8,9.39624410386056e-06,0.0231907787414364,23.1079829724988,64,"Y","N",NA,NA
"C18_165.0557_140.1","4-HYDROXY-3-METHOXYPHENYLGLYCOL",17.3804554036433,17.0967271761536,17.3438453097737,0.821465432479724,0.174440279593673,0.937188953111104,"54/54","8/8","62/62",100,"N",NA,"",54,8,9.39624410386056e-06,0.0231907787414364,23.1079829724988,65,"Y","N",NA,NA
"HILIC_415.1936_50","N-alpha-Acetyl-L-lysine",18.6837613520476,19.0196005409686,18.7270954409406,1.26211134208892,0.186746902150921,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.607235183576421,0.0286574131666043,31.9762684839313,66,"N","N",NA,NA
"C18_187.1339_155.2","10-HYDROXYDECANOATE",20.7876164008559,20.9265427434423,20.8055423805444,1.10108538027692,0.192989396911723,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.671153023573275,0.0143354970944669,13.6158643247447,67,"N","N",NA,NA
"C18_207.0774_58.5","KYNURENINE",15.8054307882348,15.2545150372764,15.7343448848853,0.682586718785533,0.194062546158345,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.290710249191508,0.053650520052121,15.3117263864157,68,"Y","N",NA,NA
"HILIC_182.0578_162.6","Proline betaine",24.2881463628831,25.3454331076932,24.4245704589876,2.08101410672435,0.194936680177864,0.944431752443063,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,1.88541923810555e-05,0.112114902461752,31.179693263874,69,"Y","N",NA,NA
"HILIC_240.967_170.4","4-Hydroxycinnamic acid",22.5341199113664,22.4135047274627,22.5185566618304,0.919795354304988,0.20213451540162,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.951667817767587,0.00820321020883807,25.809037581421,70,"N","N",NA,NA
"HILIC_168.0632_74.6","4-ACETAMIDOBUTANOATE",15.9583135942359,16.8356729146704,16.0715212484855,1.837009796865,0.20486293736553,0.944431752443063,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,7.53060616405211e-12,0.210769397941521,174.552137105854,71,"N","N",NA,NA
"C18_144.0667_57.6","4-ACETAMIDOBUTANOATE",17.4234031816003,16.6521363933278,17.3238848863394,0.585902784602256,0.209406244416832,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00942460183756416,0.0590665640930932,27.3787676093634,72,"Y","N",NA,NA
"C18_158.0611_158.5","INDOLE-3-ACETALDEHYDE",17.3972597281657,18.0320358801388,17.4791663284203,1.55269681544943,0.213805888205392,0.944431752443063,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,0.000877841551958619,0.079149309932708,26.0364389091699,73,"Y","N",NA,NA
"C18_151.0401_59.5","4-HYDROXYPHENYLACETATE",17.4900879693665,17.8389991499142,17.5351087668565,1.27359906384642,0.219253904799449,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.00160379648413531,0.0539878814474171,20.6592187549411,74,"Y","N",NA,NA
"C18_151.0401_59.5","MANDELIC ACID",17.4900879693665,17.8389991499142,17.5351087668565,1.27359906384642,0.219253904799449,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.00160379648413531,0.0539878814474171,20.6592187549411,75,"Y","N",NA,NA
"C18_151.0401_59.5","2-HYDROXYPHENYLACETIC ACID",17.4900879693665,17.8389991499142,17.5351087668565,1.27359906384642,0.219253904799449,0.944431752443063,"54/54","8/8","62/62",100,"N","yes -but different RT","",54,8,0.00160379648413531,0.0539878814474171,20.6592187549411,76,"Y","N",NA,NA
"C18_151.0401_59.5","3,4-DIHYDROXYPHENYL GLYCOL",17.4900879693665,17.8389991499142,17.5351087668565,1.27359906384642,0.219253904799449,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00160379648413531,0.0539878814474171,20.6592187549411,77,"Y","N",NA,NA
"HILIC_90.0914_138.7","2-METHYLPROPANAL OXIME",16.8562001630711,17.3782476437045,16.9235611283141,1.43599176986736,0.222475842514707,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.71747584604812,0.0468178821192878,20.5753958014503,78,"Y","N",NA,NA
"C18_411.239_168.8","3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE",18.1409153594604,18.4453094300422,18.180192013729,1.234899872387,0.222762220561626,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.203233487388398,0.0366077231931641,55.682350862041,79,"Y","N",NA,NA
"HILIC_144.102_164","Proline betaine",26.1282330764504,27.0261326308458,26.2440910834691,1.86335112090319,0.225333330044518,0.944431752443063,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,0.00521919056386196,0.0869883620304645,31.5579537488759,80,"Y","N",NA,NA
"HILIC_144.102_164","Isovalerylcarnitine",26.1282330764504,27.0261326308458,26.2440910834691,1.86335112090319,0.225333330044518,0.944431752443063,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,0.00521919056386196,0.0869883620304645,31.5579537488759,81,"Y","N",NA,NA
"HILIC_144.102_164","13-Methylmyristic acid",26.1282330764504,27.0261326308458,26.2440910834691,1.86335112090319,0.225333330044518,0.944431752443063,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,0.00521919056386196,0.0869883620304645,31.5579537488759,82,"Y","N",NA,NA
"HILIC_118.061_178.1","GUANIDINOACETATE",14.8801436759677,15.2731361594626,14.9308523835154,1.31311428402268,0.226563741044885,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.374590095851908,0.0866878145929016,20.0485077568783,83,"N","N",NA,NA
"HILIC_90.9766_170.4","FORMATE",24.8953982548278,24.7954998639789,24.8825081398796,0.933098707454726,0.227529701983597,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.715128746969933,0.00655678572911753,21.3355174227628,84,"N","N",NA,NA
"C18_131.0714_132.4","PRENOL",16.4336663695726,16.734658990846,16.4725041271563,1.23199177235408,0.231573984788443,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.00231388062877676,0.0296226548789425,38.1621992191494,85,"N","N",NA,NA
"C18_131.0714_132.4","3-METHYLBUTANAL",16.4336663695726,16.734658990846,16.4725041271563,1.23199177235408,0.231573984788443,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.00231388062877676,0.0296226548789425,38.1621992191494,86,"N","N",NA,NA
"C18_131.0714_132.4","2-METHYLPROPANAL OXIME",16.4336663695726,16.734658990846,16.4725041271563,1.23199177235408,0.231573984788443,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.00231388062877676,0.0296226548789425,38.1621992191494,87,"N","N",NA,NA
"C18_131.0714_132.4","BUTANAL",16.4336663695726,16.734658990846,16.4725041271563,1.23199177235408,0.231573984788443,0.944431752443063,"54/54","8/8","62/62",100,"N","yes","",54,8,0.00231388062877676,0.0296226548789425,38.1621992191494,88,"N","N",NA,NA
"C18_172.098_58.3","N-ACETYL-L-LEUCINE",16.8557309996565,17.0207136177296,16.8770190794079,1.12115257003906,0.234141571345299,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,2.1235281949408e-05,0.0162570584170581,44.0168285182507,89,"Y","N",NA,NA
