"feature","identified_name","mean_no_severe_pgd","mean_severe_pgd","mean_overall","fold_change","p_value","p_value_fdr","unique_vals_no_severe","unique_vals_severe","unique_vals","unique_percentage","low_detect_likely","isomer","multi_mode_detection","n_no_severe_pgd","n_severe_pgd","sw_p_value","cv","gap_ratio","sig_ord","in_annot","annot_sig","annot_name","sig_ord_annot"
"HILIC_138.055_62.4","SALICYLAMIDE",17.9432015886772,17.2747196691371,17.8569458571236,0.629168383502886,0.703865005519617,0.944431752443063,"46/54","6/8","52/62",83.9,"N","yes","",54,8,5.24239996164706e-05,0.218047440583372,26.3975254178712,274,"N","N",NA,NA
"HILIC_195.0877_58.7","CAFFEINE",19.2362650408169,18.8294652694153,19.1837747477328,0.754294718050213,0.705255017078378,0.944431752443063,"49/54","7/8","56/62",90.3,"N",NA,"",54,8,0.000258864823608865,0.138003198818877,30.9948665943502,275,"Y","N",NA,NA
"HILIC_147.0766_187.9","N-Methylhydantoin",20.5469195917913,20.721104867969,20.5693951112981,1.12832703203973,0.706900467949483,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.563303680206262,0.0389128580448983,5.78290238627798,276,"Y","N",NA,NA
"HILIC_147.0766_187.9","Dihydrothymine",20.5469195917913,20.721104867969,20.5693951112981,1.12832703203973,0.706900467949483,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.563303680206262,0.0389128580448983,5.78290238627798,277,"Y","N",NA,NA
"HILIC_147.0766_187.9","N-Methylhydantoin",20.5469195917913,20.721104867969,20.5693951112981,1.12832703203973,0.706900467949483,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.563303680206262,0.0389128580448983,5.78290238627798,278,"Y","N",NA,NA
"C18_147.0664_58.1","(RS)-MEVALONIC ACID LITHIUM SALT",16.6569504839918,16.7258002038021,16.665834318806,1.04888006393952,0.708850944147079,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0547418992902729,0.0265674896303326,11.4522709882065,279,"N","N",NA,NA
"HILIC_136.0869_146.9","N-Acetylhistamine",15.9829787477319,15.7756647075921,15.9562285490042,0.8661482961493,0.71601150815403,0.944431752443063,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,9.3820884065967e-08,0.124099352642739,78.7582347983562,280,"N","N",NA,NA
"C18_153.0194_58.2","2,3-DIHYDROXYBENZOATE",14.5132478618705,14.6206388249822,14.5271047603365,1.07727827364259,0.717138566169369,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0022648878971992,0.0813671872970942,55.3816115222709,281,"Y","N",NA,NA
"C18_283.264_243.6","STEARATE",24.9237231354944,24.9602347392163,24.9284343101682,1.02563087922272,0.721661597626772,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.462596873924946,0.00953103663037511,14.4200444780986,282,"Y","N",NA,NA
"C18_115.0765_153.3","Isocaproic acid",17.4255004150847,17.3925177202825,17.4212445834973,0.977397490271383,0.722638671652816,0.944431752443063,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000511077442574908,0.0203555882994368,30.2919462875767,283,"Y","N",NA,NA
"HILIC_219.0829_196.5","L-ARGININE",13.7634254559306,13.3688131853423,13.7125077435966,0.760693788306028,0.723834554792129,0.944431752443063,"50/54","7/8","57/62",91.9,"N",NA,"",54,8,5.23687601731107e-09,0.16816069918747,121.373636206498,284,"N","N",NA,NA
"HILIC_287.2046_79.1","Deoxycholic acid glycine conjugate",21.4967994511644,21.5636770687128,21.5054288211706,1.04744726937286,0.733695862991504,0.950735216086409,"54/54","8/8","62/62",100,"N","yes","",54,8,0.473693891503876,0.0302024151061757,9.66671329781833,285,"N","N",NA,NA
"HILIC_287.2046_79.1","Chenodeoxycholic acid glycine conjugate",21.4967994511644,21.5636770687128,21.5054288211706,1.04744726937286,0.733695862991504,0.950735216086409,"54/54","8/8","62/62",100,"N","yes","",54,8,0.473693891503876,0.0302024151061757,9.66671329781833,286,"N","N",NA,NA
"C18_138.0197_154.9","6-HYDROXYNICOTINATE",18.7492528056323,18.7619700566965,18.7508937412535,1.00885389259584,0.735605349672696,0.950735216086409,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.802255733904197,0.00478041819970542,24.1421981941628,287,"Y","N",NA,NA
"C18_413.1976_176","Tyrosol",16.8131853834206,16.7087649524517,16.7997117794246,0.93017854506645,0.743483513865995,0.956406022531843,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0164130427579639,0.0326487455998969,17.0234701790482,288,"N","N",NA,NA
"HILIC_121.0648_105.8","TYRAMINE",17.0523516838678,17.1389127140595,17.0635208490538,1.06183605175484,0.749854703201018,0.960094339612518,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00184851970280539,0.0476801389608854,16.8435917302131,289,"Y","N",NA,NA
"HILIC_286.2013_79.9","1,11-Undecanedicarboxylate",24.1406257621949,24.1992224515629,24.1481866253392,1.0414522465562,0.773691225537305,0.986006492080101,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.531769975296866,0.0268662647243602,8.74626499546323,290,"N","N",NA,NA
"C18_163.0401_58.3","4-COUMARATE",16.7257584043846,16.7721207322308,16.7317406402357,1.03265785134967,0.786630105088381,0.991439691358016,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.932546337243829,0.0198601650140333,16.0555154624019,291,"Y","N",NA,NA
"HILIC_129.0659_180.8","Dihydrothymine",20.5890564291131,20.4148069594218,20.5665726265723,0.88622844001996,0.789644612774479,0.991439691358016,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0383174606816136,0.0647056900223361,26.2761233688904,292,"Y","N",NA,NA
"C18_184.0729_48.9","5-METHYLCYTOSINE HYDROCLORIDE",19.6266001311548,19.5777403142897,19.620295638656,0.966700024369446,0.790626213646722,0.991439691358016,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.098283777295095,0.0168003576125514,15.8409951801741,293,"Y","N",NA,NA
"C18_311.2952_281.6","ARACHIDIC ACID",18.7683123048053,18.8181501628791,18.7747429961697,1.0351485787984,0.795560881057196,0.991439691358016,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.159712897388078,0.0262311379331263,10.6863839460214,294,"N","N",NA,NA
"HILIC_141.0664_160.2","Methylimidazoleacetic acid",20.410315270146,20.5509207486067,20.428457912528,1.10236766673945,0.796046467513736,0.991439691358016,"54/54","8/8","62/62",100,"N","yes -but different time","",54,8,0.953072109878233,0.0564938962891563,14.3641113092394,295,"Y","N",NA,NA
"HILIC_141.0664_160.2","Imidazolepropionic acid",20.410315270146,20.5509207486067,20.428457912528,1.10236766673945,0.796046467513736,0.991439691358016,"54/54","8/8","62/62",100,"N","yes -but different time","",54,8,0.953072109878233,0.0564938962891563,14.3641113092394,296,"Y","N",NA,NA
"HILIC_233.0408_153.4","HOMOCYSTINE",13.9943095182839,13.8421783489376,13.9746796899811,0.899920105641505,0.807255421959792,0.995245102529743,"48/54","7/8","55/62",88.7,"N",NA,"",54,8,3.21822082375295e-10,0.107843272929788,169.615436780817,297,"Y","N",NA,NA
"C18_206.0821_59.3","N-ACETYL-L-PHENYLALANINE",14.3201773461934,14.1524611180737,14.2985365425651,0.890250824522288,0.810382303420758,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0248258703473126,0.0774939828451091,40.763559571842,298,"Y","N",NA,NA
"HILIC_87.0441_73.3","4-AMINOBUTANOATE",16.3119350896211,16.0439530793213,16.2773567657114,0.830480379709696,0.813623449728184,0.995245102529743,"50/54","7/8","57/62",91.9,"N",NA,"",54,8,1.02842379196643e-09,0.140662747644159,111.726559810653,299,"Y","N",NA,NA
"HILIC_123.0553_147.4","Imidazolepropionic acid",20.5742159363825,20.6999817475444,20.5904437829841,1.09108674947703,0.820769495984349,0.995245102529743,"51/54","8/8","59/62",95.2,"N",NA,"",54,8,4.68585684470029e-11,0.0925206403202004,75.3890916949453,300,"Y","N",NA,NA
"HILIC_209.1536_47.6","1,11-Undecanedicarboxylate",18.5912905948279,18.6641483525472,18.6006915958239,1.05179807223322,0.823312353999316,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0884628173293885,0.0604648657635415,27.5961091768206,301,"N","N",NA,NA
"C18_407.2083_151.3","CORTISOL",18.5918964741775,18.801204398733,18.6189039483137,1.1561334419194,0.828061098825293,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,3.93460472745094e-06,0.0690104338815288,86.5728838921705,302,"N","N",NA,NA
"C18_182.0457_128.9","4-AMINOBENZOATE",18.0672508956062,18.1030714655929,18.0718729046367,1.02513973188801,0.830110454616738,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.325527440888226,0.0151829735692438,20.1817545985682,303,"Y","N",NA,NA
"C18_182.0457_128.9","ANTHRANILATE",18.0672508956062,18.1030714655929,18.0718729046367,1.02513973188801,0.830110454616738,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.325527440888226,0.0151829735692438,20.1817545985682,304,"Y","N",NA,NA
"C18_182.0457_128.9","SALICYLAMIDE",18.0672508956062,18.1030714655929,18.0718729046367,1.02513973188801,0.830110454616738,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.325527440888226,0.0151829735692438,20.1817545985682,305,"Y","N",NA,NA
"HILIC_115.0503_100.7","3-UREIDOPROPIONATE",15.7302167878308,15.6703823595453,15.7224962164391,0.959374216133451,0.83515463707186,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.61458179114696,0.0441765667783214,20.5963704554227,306,"N","N",NA,NA
"C18_293.0874_58.9","CARNOSINE",15.9794347562575,15.9282578847473,15.9728312889659,0.965148692329783,0.840074759960213,0.995245102529743,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,2.30872500230857e-06,0.054419819046647,63.2938228753109,307,"N","N",NA,NA
"HILIC_140.0342_94.5","6-HYDROXYNICOTINATE",14.8554485006431,14.7886905232376,14.8468345680746,0.954781172197028,0.844995651542529,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00105377597407824,0.0787591352479667,34.2293957946572,308,"Y","N",NA,NA
"HILIC_177.1022_145","SEROTONIN",15.7810795456497,15.73571550321,15.7752261208187,0.969045262054369,0.845133449228241,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.601305835358724,0.0324228680525231,24.1276148715407,309,"Y","N",NA,NA
"HILIC_203.0526_171.9","chiro-Inositol",22.5077073693562,22.5414119990616,22.5120563538343,1.02363730450089,0.846754660885227,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.977804998957241,0.0208907645458212,15.9731059190779,310,"N","N",NA,NA
"HILIC_126.1026_182.1","1-Methylhistamine",17.2659338971836,17.3201937545759,17.2729351691052,1.03832627642635,0.848082271418456,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.000168241445299905,0.0357544265647201,8.550723688807,311,"N","N",NA,NA
"HILIC_148.0757_51","3-METHYL-2-OXINDOLE",18.8029467553929,18.9059702102175,18.8162401044025,1.0740219325461,0.861656379056354,0.995245102529743,"51/54","7/8","58/62",93.5,"N",NA,"",54,8,0.00559601395012233,0.0705874263633596,25.0147164338098,312,"N","N",NA,NA
"C18_335.2353_193.5","12-Hydroxystearic acid",16.5121663960173,16.5540681188852,16.5175730699357,1.02946995301991,0.863003959095465,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.322836088668787,0.0323184924334817,18.2486429457995,313,"N","N",NA,NA
"C18_231.088_54.2","Levulinic acid",16.5064525731662,16.5516995124713,16.5122908879152,1.03185978275861,0.865839635509216,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,4.3943349156483e-05,0.0428704893888943,74.5727146327785,314,"N","N",NA,NA
"C18_277.0593_58.3","THYMIDINE",15.8887234402582,15.8414061322675,15.8826179811627,0.967734158932092,0.872347471398904,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0161679219013783,0.0328156714892067,32.2123031789113,315,"Y","N",NA,NA
"HILIC_123.0441_169","BENZOATE",20.0695639915656,20.1043487391415,20.0740523460916,1.02440396890766,0.877283977457911,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.833252401150186,0.0217773013297992,11.1893712785678,316,"N","N",NA,NA
"C18_411.3475_211.7","NERVONIC ACID",16.8460585562336,16.828252544141,16.8437610062861,0.987733665329693,0.879497961221015,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.20073367249858,0.0177345955039866,42.3178193319671,317,"N","N",NA,NA
"HILIC_191.0766_197.3","L-LYSINE",14.1420101268633,14.2812597864189,14.1599778248705,1.10133216803988,0.88070491218552,0.995245102529743,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,0.000303099036617686,0.166999716431896,16.0736554077543,318,"N","N",NA,NA
"HILIC_241.1294_187","L-ANSERINE",14.9053545722087,14.813189420845,14.8934622946134,0.938113800524992,0.883103712571173,0.995245102529743,"48/54","7/8","55/62",88.7,"N",NA,"",54,8,0.00273891640011232,0.120397676727942,17.8690444122862,319,"Y","N",NA,NA
"C18_483.151_146.8","CYTIDINE",19.4977084519899,19.5155801525176,19.5000144778645,1.01246476443253,0.885725523087129,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.025233549585623,0.0126382941193856,14.0535422813947,320,"N","N",NA,NA
"HILIC_336.0531_152.9","5'-METHYLTHIOADENOSINE",21.3309954483997,21.3571974892756,21.3343763568998,1.01832780054236,0.887899637462021,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,1.52347340823814e-05,0.0254282149506581,24.9082102049745,321,"N","N",NA,NA
"C18_391.2619_214.2","1-OLEOYL-RAC-GLYCEROL",19.3265467787439,19.4158057260487,19.3380640622671,1.06382359996051,0.889717332053683,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.00643996109260377,0.0690334852648125,41.366473541559,322,"N","N",NA,NA
"HILIC_174.0551_156.6","5-HYDROXYINDOLEACETATE",15.0316280531694,15.2510080152653,15.0599351450528,1.16423311770311,0.896589495702938,0.995245102529743,"48/54","7/8","55/62",88.7,"N",NA,"",54,8,8.84153787330118e-08,0.258046634016578,91.9040190690301,323,"N","N",NA,NA
"HILIC_190.0499_137.2","Kynurenic acid",15.6742012347982,15.8261212656358,15.6938038194224,1.11104714116132,0.900526367387349,0.995245102529743,"44/54","7/8","51/62",82.3,"N",NA,"",54,8,3.5262451991304e-06,0.177582383966626,71.0935614112742,324,"Y","N",NA,NA
"HILIC_202.0863_56.8","N-ACETYLSEROTONIN",16.4297593593124,16.2921568669072,16.412004199002,0.909028547735038,0.902946613979921,0.995245102529743,"51/54","7/8","58/62",93.5,"N",NA,"",54,8,1.96015420483871e-08,0.136037303641947,101.386801633652,325,"Y","N",NA,NA
"C18_224.0773_84","D-(+)-GLUCOSAMINE",16.9328064217564,16.9011079121642,16.9287162914864,0.978267887797227,0.903975020046625,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,5.66657946642912e-06,0.0590850903107239,22.7138522725499,326,"Y","N",NA,NA
"C18_224.0773_84","D-MANNOSAMINE",16.9328064217564,16.9011079121642,16.9287162914864,0.978267887797227,0.903975020046625,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,5.66657946642912e-06,0.0590850903107239,22.7138522725499,327,"Y","N",NA,NA
"HILIC_244.0791_160.5","N-ACETYL-D-GLUCOSAMINE",18.4296322300091,18.3926724720819,18.4248632289862,0.974706818671781,0.913388653596176,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.000623691103082793,0.0405459610062703,12.800179050485,328,"N","N",NA,NA
"HILIC_244.0791_160.5","N-ACETYL-D-GALACTOSAMINE",18.4296322300091,18.3926724720819,18.4248632289862,0.974706818671781,0.913388653596176,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.000623691103082793,0.0405459610062703,12.800179050485,329,"N","N",NA,NA
"HILIC_244.0791_160.5","N-ACETYL-D-MANNOSAMINE",18.4296322300091,18.3926724720819,18.4248632289862,0.974706818671781,0.913388653596176,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.000623691103082793,0.0405459610062703,12.800179050485,330,"N","N",NA,NA
"HILIC_126.0662_141.4","5-METHYLCYTOSINE HYDROCLORIDE",18.4551266676735,18.4835808354135,18.4587981731884,1.0199187080645,0.917396130194318,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0979336946017279,0.0251025083112187,49.8465673037893,331,"N","N",NA,NA
"C18_225.0615_49.2","Ribonic acid",22.2348899541352,22.2122234721166,22.231965246778,0.98441156909201,0.919426976982472,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.70544777116605,0.022717966662785,10.1523103208332,332,"N","N",NA,NA
"C18_225.0615_49.2","chiro-Inositol",22.2348899541352,22.2122234721166,22.231965246778,0.98441156909201,0.919426976982472,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.70544777116605,0.022717966662785,10.1523103208332,333,"N","N",NA,NA
"HILIC_133.0648_49.3","Hydrocinnamic acid",19.0839286548117,19.1016476501163,19.0862149767864,1.01235760354882,0.920299259181951,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0041955393983965,0.016291432019207,30.8341731525691,334,"Y","N",NA,NA
"C18_165.0409_187.8","GLYCOLALDEHYDE DIMER",22.1644056175731,22.1319792419213,22.1602215691019,0.977774458221227,0.92117873896365,0.995245102529743,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.117421465405986,0.0290864010477772,10.8355648842253,335,"Y","N",NA,NA
"C18_165.0409_187.8","GLYCERATE",22.1644056175731,22.1319792419213,22.1602215691019,0.977774458221227,0.92117873896365,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.117421465405986,0.0290864010477772,10.8355648842253,336,"Y","N",NA,NA
"C18_165.0409_187.8","D-GLYCERIC ACID",22.1644056175731,22.1319792419213,22.1602215691019,0.977774458221227,0.92117873896365,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.117421465405986,0.0290864010477772,10.8355648842253,337,"Y","N",NA,NA
"C18_377.085_54.5","SUCROSE",15.233991229174,15.179329907295,15.2269381553831,0.962820442316464,0.922599474607864,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.24101323066822,0.0686401168309857,18.9810386647834,338,"N","N",NA,NA
"C18_377.085_54.5","MELIBIOSE",15.233991229174,15.179329907295,15.2269381553831,0.962820442316464,0.922599474607864,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.24101323066822,0.0686401168309857,18.9810386647834,339,"N","N",NA,NA
"C18_377.085_54.5","MALTOSE",15.233991229174,15.179329907295,15.2269381553831,0.962820442316464,0.922599474607864,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.24101323066822,0.0686401168309857,18.9810386647834,340,"N","N",NA,NA
"C18_377.085_54.5","D-(+)-CELLOBIOSE",15.233991229174,15.179329907295,15.2269381553831,0.962820442316464,0.922599474607864,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.24101323066822,0.0686401168309857,18.9810386647834,341,"N","N",NA,NA
"C18_377.085_54.5","PALATINOSE",15.233991229174,15.179329907295,15.2269381553831,0.962820442316464,0.922599474607864,0.995245102529743,"54/54","8/8","62/62",100,"N","yes","",54,8,0.24101323066822,0.0686401168309857,18.9810386647834,342,"N","N",NA,NA
"C18_210.0699_53.7","Ergothioneine",15.8078930531,15.7548887099275,15.8010537830132,0.963926905875069,0.936022500835929,0.995332055449078,"51/54","7/8","58/62",93.5,"N",NA,"",54,8,0.000186790015603723,0.0769606084948166,22.5180381168699,343,"N","N",NA,NA
"C18_179.056_50.1","chiro-Inositol",22.629238043186,22.6127184424475,22.6271064818004,0.988614792960975,0.939954204906081,0.995332055449078,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.564224536402294,0.0215188000984831,13.1141969293116,344,"Y","N",NA,NA
"HILIC_156.0767_197.5","N-Methylhydantoin",20.3149438319509,20.291238374096,20.3118850631954,0.983702887348104,0.941801449051376,0.995332055449078,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.839815904996073,0.0385457379756743,10.5476490155469,345,"Y","N",NA,NA
"HILIC_156.0767_197.5","N-Acetylmuramate",20.3149438319509,20.291238374096,20.3118850631954,0.983702887348104,0.941801449051376,0.995332055449078,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.839815904996073,0.0385457379756743,10.5476490155469,346,"Y","N",NA,NA
"HILIC_231.0438_153.5","INDOXYL SULFATE",14.0415364103609,14.0069234006498,14.0370702155594,0.976293607851527,0.946988131992742,0.995332055449078,"47/54","8/8","55/62",88.7,"N",NA,"",54,8,1.0272666001976e-07,0.154312796386129,85.2765200294979,347,"N","N",NA,NA
"C18_214.0342_58.5","O-ACETYL-L-SERINE",13.8255280254752,13.8788977586053,13.8324144426533,1.0376858400754,0.948745054852176,0.995332055449078,"45/54","7/8","52/62",83.9,"N",NA,"",54,8,8.62737208893043e-08,0.159145294608678,98.6731970551141,348,"N","N",NA,NA
"HILIC_432.3109_69","Deoxycholic acid glycine conjugate",18.191812236434,18.0860674700433,18.1781677504481,0.929325070748376,0.950399963852633,0.995332055449078,"45/54","6/8","51/62",82.3,"N",NA,"",54,8,9.07616345530241e-07,0.197208827020357,59.2608399319267,349,"N","N",NA,NA
"C18_243.1963_188.7","3-Hydroxytetradecanoic acid",19.5215078612431,19.5162541610053,19.5208299644382,0.996365035031182,0.954139115676303,0.995332055449078,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.45169121636224,0.0118491039920408,26.961974912969,350,"Y","N",NA,NA
"HILIC_143.0815_172.1","Ectoine",17.4414079503608,17.3738595190253,17.4326920237368,0.954258190005388,0.959602778904315,0.995332055449078,"51/54","7/8","58/62",93.5,"N",NA,"",54,8,2.07594265822261e-07,0.145937996536599,97.139308769885,351,"Y","N",NA,NA
"C18_215.0327_50.5","chiro-Inositol",22.2429213038054,22.2318985795394,22.2414990168033,0.992388743188705,0.95986793833886,0.995332055449078,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.647364849908126,0.0217566655410804,22.1230141533426,352,"N","N",NA,NA
"HILIC_146.1176_136.8","2-Aminoheptanoate",23.517863744866,23.5341994908723,23.5199715830604,1.01138742496051,0.961336447829559,0.995332055449078,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.340173722696739,0.0325259046611885,14.7940347133569,353,"Y","N",NA,NA
"C18_375.1302_134.7","RIBOFLAVIN",15.3368700447289,15.3228046673611,15.3350551573266,0.990297994435445,0.966072576341915,0.995332055449078,"52/54","8/8","60/62",96.8,"N",NA,"",54,8,6.98122995940152e-05,0.0551927178637187,40.2736092109683,354,"N","N",NA,NA
"HILIC_127.0502_147.4","THYMINE",15.2226003373321,15.2351649327383,15.224221575449,1.00874714854887,0.966271265508959,0.995332055449078,"54/54","8/8","62/62",100,"N","yes","",54,8,9.60831327146107e-12,0.0843288119082639,192.618839085823,355,"Y","N",NA,NA
"HILIC_127.0502_147.4","4-IMIDAZOLEACETIC ACID",15.2226003373321,15.2351649327383,15.224221575449,1.00874714854887,0.966271265508959,0.995332055449078,"54/54","8/8","62/62",100,"N","yes","",54,8,9.60831327146107e-12,0.0843288119082639,192.618839085823,356,"Y","N",NA,NA
"C18_341.2692_182.9","PETROSELINIC ACID",17.5168253629235,17.5094740113679,17.5158768014324,0.994917391782763,0.969986322325095,0.995416675344854,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.0123903939392037,0.0368036268816105,14.8221020282661,357,"N","N",NA,NA
"HILIC_183.0782_168.8","CAPRYLIC ACID",22.7519571678045,22.7594719295729,22.7529268144843,1.00522242550327,0.974911178258908,0.995886695277086,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.906604189842339,0.0193171508742052,7.69301783720677,358,"N","N",NA,NA
"HILIC_226.1802_50.2","Lithocholic acid glycine conjugate",19.5408173814683,19.531393171591,19.5396013543873,0.993488925005421,0.977713580399767,0.995886695277086,"54/54","8/8","62/62",100,"N",NA,"",54,8,1.36627014958973e-09,0.0871004161259204,161.794132526289,359,"N","N",NA,NA
"HILIC_151.0389_207.2","4-HYDROXY-L-PHENYLGLYCINE",15.3486713645536,15.3533359202912,15.3492732427133,1.00323845616347,0.982136924398092,0.996687101055841,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.014991457687097,0.0216418400433275,34.8587555594002,360,"Y","N",NA,NA
"C18_448.3064_150.5","Chenodeoxycholic acid glycine conjugate",19.2291625450019,19.2097814131987,19.2266617538015,0.986655856279694,0.988744777505576,0.997385120475576,"45/54","6/8","51/62",82.3,"N",NA,"",54,8,0.000600238057615995,0.139553572248123,14.8401620619187,361,"Y","N",NA,NA
"C18_131.0351_49.4","GLUTARATE",18.5253224712875,18.5227190636439,18.5249865477206,0.99819708254373,0.990179246976421,0.997385120475576,"54/54","8/8","62/62",100,"N",NA,"",54,8,0.170800096275716,0.0228930370965223,7.66392454209211,362,"N","N",NA,NA
"C18_357.108_166.1","THEOPHYLLINE",14.9951480675872,14.9975056615922,14.9954522732652,1.00163549560401,0.993745028795008,0.997385120475576,"54/54","8/8","62/62",100,"N","yes","",54,8,2.44567611653088e-09,0.0768697736069767,92.4339068922932,363,"Y","N",NA,NA
"C18_357.108_166.1","PARAXANTHINE",14.9951480675872,14.9975056615922,14.9954522732652,1.00163549560401,0.993745028795008,0.997385120475576,"54/54","8/8","62/62",100,"N","yes","",54,8,2.44567611653088e-09,0.0768697736069767,92.4339068922932,364,"Y","N",NA,NA
"C18_357.108_166.1","THEOBROMINE",14.9951480675872,14.9975056615922,14.9954522732652,1.00163549560401,0.993745028795008,0.997385120475576,"54/54","8/8","62/62",100,"N","yes","",54,8,2.44567611653088e-09,0.0768697736069767,92.4339068922932,365,"Y","N",NA,NA
"C18_134.0473_58.5","ADENINE",16.4284390421772,16.4285035316879,16.4284473634044,1.00004470172161,0.999812482305796,0.999812482305796,"54/54","8/8","62/62",100,"N",NA,"",54,8,4.9902052208039e-08,0.0444583748144528,46.0671956081459,366,"Y","N",NA,NA
